account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats_x,is_trial,churn_flag,total_subscriptions,lifetime_mrr_sum,total_upgrades,total_downgrades,first_start_date,current_plan_tier,seats_y,current_mrr,current_arr,billing_frequency,end_date,tenure_days,total_usage_events,total_errors,distinct_features_used,last_usage_date,days_since_last_usage,total_tickets,avg_satisfaction,escalation_count,latest_churn_reason,churned,revenue_at_risk_arr,recency_score,breadth_score,support_score,satisfaction_score_0_100,health_score,health_tier
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,16,17831,4,1,2023-11-17,Basic,9,171,2052,annual,,411,83,43,37,2024-12-10,22,6.0,3.0,2.0,features,False,0,75.86206896551724,96.0,0.0,50.0,60.6,Watch
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,10,28081,2,1,2023-01-09,Basic,98,1862,22344,annual,,723,44,20,28,2024-12-20,12,5.0,4.0,0.0,never_churned,False,0,87.35632183908046,60.0,50.0,75.0,70.6,Healthy
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,10,15072,0,0,2024-06-17,Pro,29,1421,17052,monthly,,198,44,45,29,2024-12-20,12,5.0,4.0,0.0,competitor,False,0,87.35632183908046,64.0,50.0,75.0,71.6,Healthy
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,17,30550,2,1,2024-03-29,Enterprise,28,5572,66864,annual,2024-12-17,263,87,55,36,2024-12-23,9,2.0,5.0,0.0,support,True,66864,90.80459770114942,92.0,80.0,100.0,90.8,Healthy
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,6,13343,0,0,2023-11-18,Basic,9,171,2052,annual,,410,22,14,17,2024-12-19,13,3.0,4.333333333333333,1.0,pricing,True,2052,86.20689655172414,16.0,50.0,83.33333333333333,60.8,Watch
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,7,27661,1,0,2023-07-06,Enterprise,20,3980,47760,monthly,,545,37,23,26,2024-11-23,39,7.0,3.4,0.0,never_churned,False,0,56.32183908045977,52.0,30.0,60.0,50.7,Watch
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,13,61935,3,1,2024-07-27,Enterprise,45,8955,107460,annual,,158,77,41,34,2024-12-20,12,3.0,3.0,0.0,budget,False,0,87.35632183908046,84.0,70.0,50.0,75.6,Healthy
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,8,9514,1,1,2023-06-30,Pro,21,1029,12348,annual,,551,43,27,29,2024-12-31,1,2.0,3.0,0.0,support,True,12348,100.0,64.0,80.0,50.0,77.0,Healthy
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,12,17040,1,1,2023-11-22,Basic,20,380,4560,annual,,406,55,33,28,2024-12-29,3,4.0,3.5,0.0,pricing,True,4560,97.70114942528735,60.0,60.0,62.5,73.7,Healthy
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,4,8889,0,1,2024-05-28,Basic,7,133,1596,monthly,,218,15,3,14,2024-12-16,16,2.0,,0.0,competitor,False,0,82.75862068965517,4.0,80.0,74.10407725321888,60.8,Watch
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,12,32270,3,0,2023-07-24,Enterprise,4,796,9552,monthly,,527,65,40,30,2024-12-16,16,5.0,4.0,0.0,features,False,0,82.75862068965517,68.0,50.0,75.0,71.0,Healthy
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,15,60970,0,1,2023-10-11,Enterprise,30,5970,71640,monthly,,448,65,35,33,2024-12-31,1,2.0,4.0,0.0,competitor,False,0,100.0,80.0,80.0,75.0,86.0,Healthy
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,11,6460,1,0,2023-01-12,Basic,57,1083,12996,annual,,720,70,33,31,2024-12-19,13,3.0,,0.0,unknown,False,0,86.20689655172414,72.0,70.0,74.10407725321888,77.0,Healthy
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,12,52204,2,0,2024-11-12,Basic,50,950,11400,annual,,50,51,34,28,2024-12-29,3,3.0,4.666666666666667,0.0,budget,False,0,97.70114942528735,60.0,70.0,91.66666666666667,81.5,Healthy
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,7,18656,1,0,2024-08-24,Pro,32,1568,18816,monthly,,130,45,33,27,2024-12-29,3,4.0,5.0,0.0,support,True,18816,97.70114942528735,56.00000000000001,60.0,100.0,80.2,Healthy
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,9,20964,0,0,2024-04-18,Enterprise,5,995,11940,monthly,,258,47,40,29,2024-12-13,19,5.0,3.0,0.0,unknown,False,0,79.3103448275862,64.0,50.0,50.0,63.8,Watch
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,5,8436,0,0,2024-01-30,Enterprise,19,0,0,monthly,,337,24,15,16,2024-11-23,39,3.0,3.0,0.0,never_churned,False,0,56.32183908045977,12.0,70.0,50.0,46.7,Watch
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,10,21075,1,1,2023-12-11,Pro,27,0,0,annual,,387,57,22,32,2024-12-30,2,7.0,3.6666666666666665,0.0,competitor,False,0,98.85057471264368,76.0,30.0,66.66666666666666,72.9,Healthy
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,7,15960,0,0,2024-11-16,Enterprise,24,4776,57312,monthly,,46,30,21,22,2024-12-27,5,5.0,3.5,0.0,never_churned,False,0,95.40229885057471,36.0,50.0,62.5,64.9,Watch
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,12,20915,0,0,2024-06-11,Pro,39,0,0,annual,,204,61,34,34,2024-12-26,6,1.0,3.0,0.0,competitor,False,0,94.25287356321839,84.0,90.0,50.0,82.0,Healthy
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,11,23905,0,0,2023-04-20,Enterprise,36,7164,85968,annual,,622,49,33,28,2024-12-21,11,5.0,3.333333333333333,0.0,never_churned,False,0,88.50574712643679,60.0,50.0,58.33333333333333,67.6,Watch
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,13,12610,0,0,2023-07-12,Enterprise,19,3781,45372,annual,,539,64,22,32,2024-12-18,14,6.0,4.333333333333333,0.0,unknown,False,0,85.05747126436782,76.0,40.0,83.33333333333333,73.4,Healthy
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,13,15717,0,0,2024-06-08,Basic,7,133,1596,annual,,207,68,30,31,2024-12-30,2,2.0,4.0,0.0,budget,True,1596,98.85057471264368,72.0,80.0,75.0,83.6,Healthy
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,7,46666,3,0,2023-05-21,Enterprise,44,8756,105072,annual,,591,40,35,26,2024-12-08,24,5.0,4.0,1.0,pricing,False,0,73.5632183908046,52.0,30.0,75.0,59.7,Watch
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,12,31968,0,0,2024-02-24,Basic,31,589,7068,annual,,312,54,17,29,2024-11-29,33,5.0,4.5,0.0,competitor,True,7068,63.2183908045977,64.0,50.0,87.5,65.6,Watch
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,7,12030,1,1,2023-04-03,Basic,15,285,3420,annual,,639,35,22,26,2024-11-10,52,2.0,3.5,0.0,competitor,False,0,41.379310344827594,52.0,80.0,62.5,56.0,Watch
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,15,20088,2,1,2023-04-21,Pro,35,1715,20580,annual,,621,101,47,38,2024-12-30,2,1.0,4.0,0.0,support,False,0,98.85057471264368,100.0,90.0,75.0,92.6,Healthy
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,7,14751,0,1,2023-10-25,Enterprise,18,3582,42984,annual,,434,37,24,28,2024-12-19,13,6.0,4.2,0.0,competitor,False,0,86.20689655172414,60.0,40.0,80.0,69.2,Watch
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,10,18190,1,1,2023-07-25,Basic,13,247,2964,annual,,526,50,21,28,2024-12-28,4,2.0,3.5,0.0,competitor,False,0,96.55172413793103,60.0,80.0,62.5,77.3,Healthy
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,7,17114,0,0,2023-10-29,Enterprise,9,1791,21492,annual,,430,41,19,24,2024-12-21,11,7.0,3.333333333333333,1.0,support,True,21492,88.50574712643679,44.0,10.0,58.33333333333333,55.6,Watch
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,12,11956,3,1,2023-08-08,Basic,15,285,3420,monthly,,512,55,45,29,2024-12-19,13,6.0,3.75,0.0,unknown,True,3420,86.20689655172414,64.0,40.0,68.75,67.9,Watch
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,7,4818,0,0,2024-12-06,Pro,23,1127,13524,monthly,,26,35,24,22,2024-12-07,25,5.0,4.333333333333333,0.0,budget,False,0,72.41379310344828,36.0,50.0,83.33333333333333,61.0,Watch
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,12,14909,0,1,2023-08-31,Basic,7,133,1596,annual,,489,51,22,31,2024-12-20,12,4.0,3.5,0.0,never_churned,False,0,87.35632183908046,72.0,60.0,62.5,73.1,Healthy
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,7,28320,0,0,2024-11-15,Pro,80,3920,47040,annual,,47,44,23,24,2024-11-25,37,3.0,4.0,0.0,never_churned,False,0,58.62068965517241,44.0,70.0,75.0,60.5,Watch
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,7,61686,0,0,2024-11-26,Pro,69,3381,40572,monthly,,36,36,21,21,2024-12-03,29,5.0,4.5,0.0,pricing,False,0,67.816091954023,32.0,50.0,87.5,59.2,Watch
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,4,3112,0,1,2024-08-26,Basic,54,1026,12312,annual,,128,18,11,14,2024-11-11,51,2.0,4.0,0.0,pricing,False,0,42.52873563218391,4.0,80.0,75.0,46.9,Watch
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,9,15342,3,2,2023-09-19,Pro,60,2940,35280,monthly,,470,37,18,23,2024-12-08,24,6.0,3.333333333333333,1.0,never_churned,False,0,73.5632183908046,40.0,20.0,58.33333333333333,51.4,Watch
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,7,9432,0,0,2024-05-28,Basic,28,532,6384,annual,,218,35,31,24,2024-12-28,4,3.0,3.0,0.0,pricing,True,6384,96.55172413793103,44.0,70.0,50.0,68.8,Watch
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,12,28418,4,1,2024-08-24,Basic,14,266,3192,monthly,,130,65,39,31,2024-12-31,1,5.0,4.0,0.0,support,False,0,100.0,72.0,50.0,75.0,78.0,Healthy
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,13,21327,0,0,2024-11-06,Pro,5,245,2940,monthly,,56,53,28,29,2024-11-22,40,7.0,3.0,0.0,never_churned,False,0,55.172413793103445,64.0,30.0,50.0,51.3,Watch
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,16,30055,1,0,2023-02-20,Pro,14,686,8232,annual,2024-11-24,643,85,46,38,2024-12-24,8,3.0,4.0,0.0,never_churned,True,8232,91.95402298850574,100.0,70.0,75.0,86.2,Healthy
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,8,16358,1,0,2024-10-18,Pro,77,0,0,monthly,,75,36,12,25,2024-12-25,7,2.0,3.5,0.0,budget,True,0,93.10344827586206,48.0,80.0,62.5,73.1,Healthy
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,9,21734,3,0,2023-11-14,Enterprise,44,8756,105072,annual,,414,58,29,30,2024-12-30,2,2.0,5.0,0.0,never_churned,True,105072,98.85057471264368,68.0,80.0,100.0,87.6,Healthy
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,12,64400,0,0,2024-05-28,Pro,92,4508,54096,annual,,218,63,32,32,2024-12-03,29,5.0,3.75,0.0,never_churned,False,0,67.816091954023,76.0,50.0,68.75,66.5,Watch
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,12,17524,2,0,2023-11-07,Enterprise,5,995,11940,annual,,421,74,41,33,2024-12-29,3,3.0,4.0,0.0,support,False,0,97.70114942528735,80.0,70.0,75.0,83.2,Healthy
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,13,15979,1,1,2023-08-10,Pro,18,882,10584,annual,,510,61,49,30,2024-12-24,8,5.0,3.6666666666666665,0.0,never_churned,False,0,91.95402298850574,68.0,50.0,66.66666666666666,72.5,Healthy
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,9,24494,0,0,2024-06-06,Basic,19,0,0,annual,,209,43,18,29,2024-12-29,3,4.0,3.0,0.0,never_churned,False,0,97.70114942528735,64.0,60.0,50.0,72.2,Healthy
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,6,23718,1,1,2024-04-11,Pro,67,3283,39396,monthly,,265,28,16,20,2024-12-02,30,2.0,4.5,0.0,unknown,False,0,66.66666666666667,28.000000000000004,80.0,87.5,63.8,Watch
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,12,34155,1,0,2023-08-01,Enterprise,55,10945,131340,annual,,519,61,25,31,2024-12-31,1,1.0,3.0,0.0,budget,True,131340,100.0,72.0,90.0,50.0,81.0,Healthy
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,7,24138,1,1,2024-01-21,Enterprise,27,5373,64476,monthly,,346,48,32,28,2024-12-24,8,3.0,4.0,0.0,unknown,False,0,91.95402298850574,60.0,70.0,75.0,76.2,Healthy
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,5,3594,0,1,2024-07-11,Basic,5,95,1140,monthly,,174,28,20,17,2024-12-13,19,4.0,4.5,0.0,features,False,0,79.3103448275862,16.0,60.0,87.5,61.3,Watch
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,13,14118,0,0,2024-03-23,Basic,5,0,0,monthly,,284,79,34,35,2024-12-21,11,3.0,3.0,0.0,support,False,0,88.50574712643679,88.0,70.0,50.0,77.0,Healthy
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,9,4335,1,0,2023-04-06,Basic,21,399,4788,annual,,636,40,23,29,2024-12-28,4,2.0,3.5,0.0,competitor,False,0,96.55172413793103,64.0,80.0,62.5,78.3,Healthy
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,10,31709,0,0,2024-09-21,Enterprise,41,8159,97908,annual,,102,60,45,32,2024-12-31,1,7.0,3.5,0.0,budget,False,0,100.0,76.0,30.0,62.5,72.5,Healthy
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,6,6776,0,0,2024-01-04,Pro,11,0,0,monthly,,363,20,9,17,2024-12-02,30,2.0,,0.0,competitor,False,0,66.66666666666667,16.0,80.0,74.10407725321888,58.2,Watch
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,6,11087,3,2,2024-02-10,Enterprise,17,3383,40596,annual,,326,28,12,19,2024-10-22,71,3.0,5.0,1.0,unknown,False,0,19.54022988505747,24.0,50.0,100.0,42.8,Watch
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,13,13728,0,0,2023-06-16,Pro,47,2303,27636,annual,,565,56,28,31,2024-12-24,8,5.0,4.0,1.0,features,False,0,91.95402298850574,72.0,30.0,75.0,71.2,Healthy
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,7,26514,2,0,2024-08-25,Enterprise,15,2985,35820,monthly,,129,41,20,23,2024-12-27,5,4.0,3.25,0.0,support,False,0,95.40229885057471,40.0,60.0,56.25,66.6,Watch
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,9,3551,0,0,2024-10-06,Basic,17,323,3876,monthly,,87,49,24,27,2024-12-08,24,5.0,4.333333333333333,0.0,never_churned,False,0,73.5632183908046,56.00000000000001,50.0,83.33333333333333,66.4,Watch
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,7,5606,0,0,2024-12-10,Enterprise,8,0,0,annual,,22,36,17,23,2024-12-26,6,4.0,3.6666666666666665,0.0,unknown,False,0,94.25287356321839,40.0,60.0,66.66666666666666,68.3,Watch
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,16,42404,2,0,2024-01-19,Basic,19,361,4332,annual,,348,72,58,34,2024-12-30,2,6.0,4.0,1.0,budget,False,0,98.85057471264368,84.0,20.0,75.0,74.6,Healthy
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,7,39614,2,1,2024-11-11,Pro,94,4606,55272,annual,,51,34,18,23,2024-12-31,1,5.0,4.0,0.0,competitor,False,0,100.0,40.0,50.0,75.0,70.0,Watch
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,8,3409,0,0,2023-06-05,Basic,27,513,6156,annual,,576,45,40,27,2024-12-26,6,3.0,4.0,0.0,never_churned,True,6156,94.25287356321839,56.00000000000001,70.0,75.0,76.0,Healthy
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,15,44564,0,0,2024-10-27,Enterprise,65,12935,155220,annual,,66,69,37,34,2024-12-16,16,4.0,4.0,0.0,support,False,0,82.75862068965517,84.0,60.0,75.0,77.0,Healthy
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,9,16650,0,0,2023-12-15,Enterprise,8,0,0,annual,,383,50,29,29,2024-12-15,17,10.0,3.7142857142857135,0.0,features,True,0,81.60919540229885,64.0,0.0,67.85714285714283,58.1,Watch
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,13,38975,1,0,2024-07-24,Enterprise,37,7363,88356,monthly,,161,64,30,33,2024-12-30,2,4.0,3.5,0.0,never_churned,False,0,98.85057471264368,80.0,60.0,62.5,79.1,Healthy
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,15,48456,2,2,2023-08-05,Enterprise,42,8358,100296,monthly,2024-11-10,463,70,50,33,2024-12-20,12,4.0,3.5,0.0,features,False,0,87.35632183908046,80.0,60.0,62.5,75.1,Healthy
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,11,34538,0,2,2024-07-23,Pro,25,1225,14700,monthly,,162,67,55,35,2024-12-18,14,4.0,4.0,1.0,never_churned,False,0,85.05747126436782,88.0,40.0,75.0,74.8,Healthy
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,5,14250,0,1,2023-05-08,Pro,52,2548,30576,monthly,,604,34,14,28,2024-12-29,3,2.0,3.5,0.0,support,False,0,97.70114942528735,60.0,80.0,62.5,77.7,Healthy
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,15,12125,1,1,2023-12-04,Enterprise,24,4776,57312,annual,,394,64,45,34,2024-12-11,21,3.0,5.0,1.0,never_churned,False,0,77.01149425287356,84.0,50.0,100.0,78.0,Healthy
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,9,14279,0,0,2024-04-01,Pro,28,1372,16464,monthly,,275,49,33,31,2024-12-23,9,3.0,4.0,0.0,budget,False,0,90.80459770114942,72.0,70.0,75.0,78.8,Healthy
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,9,28130,1,1,2024-05-08,Pro,58,2842,34104,annual,,238,44,21,27,2024-12-30,2,6.0,3.5,1.0,never_churned,False,0,98.85057471264368,56.00000000000001,20.0,62.5,65.1,Watch
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,6,18500,0,0,2024-06-02,Enterprise,14,2786,33432,monthly,2024-12-12,193,21,9,19,2024-10-31,62,6.0,4.333333333333333,0.0,unknown,True,33432,29.88505747126436,24.0,40.0,83.33333333333333,41.1,Watch
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,8,16307,0,2,2024-11-13,Pro,67,3283,39396,annual,,49,42,36,24,2024-12-09,23,3.0,3.0,0.0,competitor,False,0,74.71264367816092,44.0,70.0,50.0,61.1,Watch
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,12,41641,1,0,2024-05-31,Basic,29,0,0,annual,,215,59,38,27,2024-10-28,65,4.0,3.6666666666666665,0.0,never_churned,False,0,26.436781609195407,56.00000000000001,60.0,66.66666666666666,48.6,Watch
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,13,33491,1,0,2024-12-30,Pro,21,1029,12348,annual,,2,62,48,32,2024-12-26,6,5.0,4.0,1.0,competitor,False,0,94.25287356321839,76.0,30.0,75.0,73.0,Healthy
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,12,24489,1,1,2024-09-18,Pro,11,0,0,monthly,,105,65,45,33,2024-12-31,1,4.0,4.0,0.0,never_churned,False,0,100.0,80.0,60.0,75.0,82.0,Healthy
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,5,31416,1,0,2024-11-06,Enterprise,51,0,0,annual,,56,33,22,23,2024-12-12,20,3.0,3.5,0.0,budget,True,0,78.16091954022988,40.0,70.0,62.5,63.9,Watch
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,8,44322,2,0,2024-09-05,Basic,83,1577,18924,annual,,118,40,24,31,2024-10-21,72,2.0,4.0,0.0,pricing,True,18924,18.39080459770115,72.0,80.0,75.0,55.4,Watch
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,7,40525,1,1,2024-05-09,Enterprise,50,9950,119400,annual,,237,42,22,22,2024-12-29,3,4.0,3.75,0.0,competitor,False,0,97.70114942528735,36.0,60.0,68.75,68.9,Watch
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,7,18926,0,1,2024-11-17,Enterprise,22,4378,52536,monthly,,45,33,10,25,2024-12-23,9,8.0,3.6666666666666665,0.0,never_churned,True,52536,90.80459770114942,48.0,20.0,66.66666666666666,61.1,Watch
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,10,12244,1,1,2024-06-01,Enterprise,8,1592,19104,annual,,214,56,28,28,2024-12-23,9,5.0,4.333333333333333,0.0,never_churned,True,19104,90.80459770114942,60.0,50.0,83.33333333333333,73.4,Healthy
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,5,7507,0,1,2024-03-12,Basic,8,152,1824,monthly,,295,28,11,21,2024-12-31,1,5.0,4.333333333333333,1.0,support,False,0,100.0,32.0,30.0,83.33333333333333,65.7,Watch
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,8,13325,0,0,2024-02-13,Basic,50,950,11400,monthly,,323,41,34,27,2024-12-28,4,4.0,4.5,0.0,competitor,False,0,96.55172413793103,56.00000000000001,60.0,87.5,77.3,Healthy
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,7,21930,1,0,2023-08-29,Pro,26,1274,15288,monthly,,491,42,17,26,2024-12-18,14,5.0,4.0,0.0,competitor,False,0,85.05747126436782,52.0,50.0,75.0,67.8,Watch
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,12,23942,0,1,2024-02-07,Basic,12,228,2736,monthly,,329,49,21,29,2024-12-28,4,6.0,4.0,0.0,never_churned,True,2736,96.55172413793103,64.0,40.0,75.0,72.8,Healthy
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,12,29433,1,1,2024-07-30,Basic,23,437,5244,annual,,155,70,40,32,2024-12-30,2,4.0,3.75,1.0,competitor,False,0,98.85057471264368,76.0,40.0,68.75,75.3,Healthy
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,11,20664,1,2,2024-11-21,Basic,52,988,11856,annual,,41,63,44,32,2024-12-15,17,4.0,4.0,0.0,support,False,0,81.60919540229885,76.0,60.0,75.0,74.6,Healthy
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,16,24062,4,0,2024-09-16,Basic,8,152,1824,annual,,107,63,29,28,2024-12-27,5,8.0,4.4,0.0,never_churned,True,1824,95.40229885057471,60.0,20.0,85.00000000000001,69.4,Watch
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,8,46912,1,3,2023-09-01,Enterprise,64,12736,152832,annual,,488,53,47,26,2024-12-13,19,7.0,4.4,0.0,never_churned,False,0,79.3103448275862,52.0,30.0,85.00000000000001,63.8,Watch
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,8,13310,2,0,2024-02-18,Basic,2,38,456,annual,,318,37,28,25,2024-12-08,24,4.0,3.0,0.0,competitor,False,0,73.5632183908046,48.0,60.0,50.0,59.7,Watch
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,13,20293,0,2,2023-09-20,Pro,18,882,10584,annual,2024-12-28,465,69,34,34,2024-12-11,21,3.0,,0.0,competitor,False,0,77.01149425287356,84.0,70.0,74.10407725321888,76.8,Healthy
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,7,10299,0,0,2024-11-27,Basic,16,304,3648,annual,,35,36,19,22,2024-11-04,58,1.0,,0.0,pricing,False,0,34.48275862068965,36.0,90.0,74.10407725321888,53.9,Watch
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,16,22933,1,0,2023-07-04,Pro,33,1617,19404,monthly,,547,71,31,37,2024-12-11,21,6.0,4.333333333333333,0.0,budget,False,0,77.01149425287356,96.0,40.0,83.33333333333333,75.6,Healthy
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,6,12567,0,0,2024-01-21,Pro,58,2842,34104,annual,2024-12-28,342,30,18,21,2024-12-12,20,9.0,4.142857142857143,0.0,never_churned,False,0,78.16091954022988,32.0,10.0,78.57142857142858,53.1,Watch
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,18,34198,2,0,2024-11-04,Enterprise,12,2388,28656,monthly,,58,80,43,34,2024-12-06,26,3.0,4.0,0.0,pricing,False,0,71.26436781609195,84.0,70.0,75.0,74.9,Healthy
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,11,21770,0,1,2024-07-22,Enterprise,17,3383,40596,monthly,,163,54,19,26,2024-12-14,18,2.0,4.0,0.0,never_churned,True,40596,80.45977011494253,52.0,80.0,75.0,72.2,Healthy
